Product Title,Brand,Type,Variant Name,Color HEX,Color RGB,Season 1 Name,Season 1 Percent,S1 Closest Color,Season 2 Name,Season 2 Percent,S2 Closest Color,Tone,Cluster,Image URL,Product URL
Copy Paste Tinted Sunscreen SPF 40 PA++++ 10ml,somethinc,face,LINEN,#dcb79b,"(220, 183, 155)",autumn soft,56.05172486821603,"[222.0, 193.0, 182.0]",spring light,43.94827513178399,"[255.0, 176.0, 146.0]",medium_tan,Cluster 2,https://images.somethinc.com/uploads/products/thumbs/800x800/SS-TINT-COVER--VARIAN-BHI-02.jpg,https://somethinc.com/id/product/detail/copy-paste-tinted-sunscreen-spf-40-pa-10ml
Copy Paste Tinted Sunscreen SPF 40 PA++++ 10ml,somethinc,face,ALTER,#ddb090,"(221, 176, 144)",spring light,51.09285490179165,"[255.0, 176.0, 146.0]",autumn warm,48.90714509820835,"[217.0, 159.0, 113.0]",medium_tan,Cluster 2,https://images.somethinc.com/uploads/products/thumbs/800x800/SS-TINT-COVER--VARIAN-BHI-02.jpg,https://somethinc.com/id/product/detail/copy-paste-tinted-sunscreen-spf-40-pa-10ml
Copy Paste Tinted Sunscreen SPF 40 PA++++ 10ml,somethinc,face,BIJOUX,#e7c1a6,"(231, 193, 166)",autumn soft,64.98720926454111,"[222.0, 193.0, 182.0]",spring clear,35.01279073545891,"[253.0, 167.0, 165.0]",fair_light,Cluster 2,https://images.somethinc.com/uploads/products/thumbs/800x800/SS-TINT-COVER--VARIAN-BHI-02.jpg,https://somethinc.com/id/product/detail/copy-paste-tinted-sunscreen-spf-40-pa-10ml
Copy Paste Tinted Sunscreen SPF 40 PA++++ 10ml,somethinc,face,COCO,#cfab84,"(207, 171, 132)",autumn warm,62.51703152191436,"[217.0, 159.0, 113.0]",autumn soft,37.48296847808565,"[224.0, 134.0, 127.0]",medium_tan,Cluster 3,https://images.somethinc.com/uploads/products/thumbs/800x800/SS-TINT-COVER--VARIAN-BHI-02.jpg,https://somethinc.com/id/product/detail/copy-paste-tinted-sunscreen-spf-40-pa-10ml
Copy Paste Tinted Sunscreen SPF 40 PA++++ 10ml,somethinc,face,GODDESS,#daaf90,"(218, 175, 144)",autumn warm,51.5059946415827,"[217.0, 159.0, 113.0]",spring light,48.4940053584173,"[255.0, 176.0, 146.0]",medium_tan,Cluster 2,https://images.somethinc.com/uploads/products/thumbs/800x800/SS-TINT-COVER--VARIAN-BHI-02.jpg,https://somethinc.com/id/product/detail/copy-paste-tinted-sunscreen-spf-40-pa-10ml
Copy Paste Tinted Sunscreen SPF 40 PA++++ 10ml,somethinc,face,NINA,#e5c0a7,"(229, 192, 167)",autumn soft,67.67184898074603,"[222.0, 193.0, 182.0]",spring clear,32.32815101925396,"[253.0, 167.0, 165.0]",fair_light,Cluster 2,https://images.somethinc.com/uploads/products/thumbs/800x800/SS-TINT-COVER--VARIAN-BHI-02.jpg,https://somethinc.com/id/product/detail/copy-paste-tinted-sunscreen-spf-40-pa-10ml
Copy Paste Tinted Sunscreen SPF 40 PA++++ 10ml,somethinc,face,SERENE,#e3bfac,"(227, 191, 172)",autumn soft,76.05210077731608,"[222.0, 193.0, 182.0]",spring light,23.94789922268392,"[253.0, 171.0, 187.0]",fair_light,Cluster 2,https://images.somethinc.com/uploads/products/thumbs/800x800/SS-TINT-COVER--VARIAN-BHI-02.jpg,https://somethinc.com/id/product/detail/copy-paste-tinted-sunscreen-spf-40-pa-10ml
Copy Paste Tinted Sunscreen SPF 40 PA++++ 10ml,somethinc,face,CHARLOTTE,#e6c2aa,"(230, 194, 170)",autumn soft,71.2449606708904,"[222.0, 193.0, 182.0]",spring clear,28.7550393291096,"[253.0, 167.0, 165.0]",fair_light,Cluster 2,https://images.somethinc.com/uploads/products/thumbs/800x800/SS-TINT-COVER--VARIAN-BHI-02.jpg,https://somethinc.com/id/product/detail/copy-paste-tinted-sunscreen-spf-40-pa-10ml
Copy Paste Tinted Sunscreen SPF 40 PA++++ 10ml,somethinc,face,ECLAIR,#e2bca0,"(226, 188, 160)",autumn soft,59.99746002179437,"[222.0, 193.0, 182.0]",spring light,40.00253997820563,"[255.0, 176.0, 146.0]",medium_tan,Cluster 2,https://images.somethinc.com/uploads/products/thumbs/800x800/SS-TINT-COVER--VARIAN-BHI-02.jpg,https://somethinc.com/id/product/detail/copy-paste-tinted-sunscreen-spf-40-pa-10ml
HOOMAN Breathable Cushion Cover SPF 35 PA++++,somethinc,face,Perle,#eaccb0,"(234, 204, 176)",autumn soft,69.55463274944714,"[222.0, 193.0, 182.0]",spring light,30.44536725055287,"[253.0, 171.0, 187.0]",fair_light,Cluster 1,https://images.somethinc.com/uploads/products/thumbs/800x800/Somethinc_Hooman_Square-Bijoux.jpg,https://somethinc.com/id/product/detail/hooman-breathable-cushion-spf-35-pa
HOOMAN Breathable Cushion Cover SPF 35 PA++++,somethinc,face,Bijoux,#f0cca9,"(240, 204, 169)",autumn soft,61.28057771687163,"[222.0, 193.0, 182.0]",spring light,38.71942228312836,"[255.0, 176.0, 146.0]",fair_light,Cluster 1,https://images.somethinc.com/uploads/products/thumbs/800x800/Somethinc_Hooman_Square-Bijoux.jpg,https://somethinc.com/id/product/detail/hooman-breathable-cushion-spf-35-pa
HOOMAN Breathable Cushion Cover SPF 35 PA++++,somethinc,face,Nina,#e9c5a4,"(233, 197, 164)",autumn soft,62.20715517103736,"[222.0, 193.0, 182.0]",spring light,37.79284482896264,"[255.0, 176.0, 146.0]",fair_light,Cluster 2,https://images.somethinc.com/uploads/products/thumbs/800x800/Somethinc_Hooman_Square-Bijoux.jpg,https://somethinc.com/id/product/detail/hooman-breathable-cushion-spf-35-pa
HOOMAN Breathable Cushion Cover SPF 35 PA++++,somethinc,face,Serene,#dfbfad,"(223, 191, 173)",autumn soft,77.5143323039174,"[222.0, 193.0, 182.0]",spring clear,22.48566769608261,"[193.0, 190.0, 184.0]",fair_light,Cluster 2,https://images.somethinc.com/uploads/products/thumbs/800x800/Somethinc_Hooman_Square-Bijoux.jpg,https://somethinc.com/id/product/detail/hooman-breathable-cushion-spf-35-pa
HOOMAN Breathable Cushion Cover SPF 35 PA++++,somethinc,face,Charlotte,#e3c6a3,"(227, 198, 163)",autumn soft,66.05982777496506,"[222.0, 193.0, 182.0]",spring light,33.94017222503495,"[255.0, 176.0, 146.0]",fair_light,Cluster 2,https://images.somethinc.com/uploads/products/thumbs/800x800/Somethinc_Hooman_Square-Bijoux.jpg,https://somethinc.com/id/product/detail/hooman-breathable-cushion-spf-35-pa
HOOMAN Breathable Cushion Cover SPF 35 PA++++,somethinc,face,Eclair,#e3bd9d,"(227, 189, 157)",autumn soft,55.94494060972464,"[222.0, 193.0, 182.0]",spring light,44.05505939027536,"[255.0, 176.0, 146.0]",medium_tan,Cluster 2,https://images.somethinc.com/uploads/products/thumbs/800x800/Somethinc_Hooman_Square-Bijoux.jpg,https://somethinc.com/id/product/detail/hooman-breathable-cushion-spf-35-pa
HOOMAN Breathable Cushion Cover SPF 35 PA++++,somethinc,face,Coco,#d0c096,"(208, 192, 150)",autumn soft,51.57485321056067,"[222.0, 193.0, 182.0]",spring clear,48.42514678943933,"[193.0, 190.0, 184.0]",medium_tan,Cluster 2,https://images.somethinc.com/uploads/products/thumbs/800x800/Somethinc_Hooman_Square-Bijoux.jpg,https://somethinc.com/id/product/detail/hooman-breathable-cushion-spf-35-pa
HOOMAN Breathable Cushion Cover SPF 35 PA++++,somethinc,face,Alter,#ac876c,"(172, 135, 108)",summer light,50.56432798174795,"[164.0, 104.0, 114.0]",summer soft,49.43567201825205,"[197.0, 121.0, 125.0]",dark_deep,Cluster 4,https://images.somethinc.com/uploads/products/thumbs/800x800/Somethinc_Hooman_Square-Bijoux.jpg,https://somethinc.com/id/product/detail/hooman-breathable-cushion-spf-35-pa
HOOMAN Breathable Cushion Cover SPF 35 PA++++,somethinc,face,Goddess,#eaaa7b,"(234, 170, 123)",autumn warm,58.41087351915704,"[217.0, 159.0, 113.0]",spring light,41.58912648084295,"[255.0, 176.0, 146.0]",medium_tan,Cluster 3,https://images.somethinc.com/uploads/products/thumbs/800x800/Somethinc_Hooman_Square-Bijoux.jpg,https://somethinc.com/id/product/detail/hooman-breathable-cushion-spf-35-pa
HOOMAN Breathable Cushion Cover SPF 35 PA++++,somethinc,face,Tiffany,#a4754c,"(164, 117, 76)",summer light,51.87386425825763,"[164.0, 104.0, 114.0]",autumn soft,48.12613574174237,"[167.0, 85.0, 47.0]",dark_deep,Cluster 5,https://images.somethinc.com/uploads/products/thumbs/800x800/Somethinc_Hooman_Square-Bijoux.jpg,https://somethinc.com/id/product/detail/hooman-breathable-cushion-spf-35-pa
HOOMAN Breathable Cushion Cover SPF 35 PA++++,somethinc,face,Fawn,#90684d,"(144, 104, 77)",summer light,50.14751463043521,"[164.0, 104.0, 114.0]",autumn soft,49.85248536956479,"[167.0, 85.0, 47.0]",dark_deep,Cluster 5,https://images.somethinc.com/uploads/products/thumbs/800x800/Somethinc_Hooman_Square-Bijoux.jpg,https://somethinc.com/id/product/detail/hooman-breathable-cushion-spf-35-pa
HOOMAN Breathable Cushion Cover SPF 35 PA++++,somethinc,face,Penny,#825f4b,"(130, 95, 75)",autumn deep,50.0,"[101.0, 106.0, 78.0]",autumn soft,50.0,"[101.0, 106.0, 78.0]",dark_deep,Cluster 9,https://images.somethinc.com/uploads/products/thumbs/800x800/Somethinc_Hooman_Square-Bijoux.jpg,https://somethinc.com/id/product/detail/hooman-breathable-cushion-spf-35-pa
HOOMAN Breathable Cushion Cover SPF 35 PA++++,somethinc,face,Butter,#edcfbb,"(237, 207, 187)",autumn soft,65.02035244843691,"[222.0, 193.0, 182.0]",spring clear,34.97964755156309,"[255.0, 191.0, 218.0]",fair_light,Cluster 1,https://images.somethinc.com/uploads/products/thumbs/800x800/Somethinc_Hooman_Square-Bijoux.jpg,https://somethinc.com/id/product/detail/hooman-breathable-cushion-spf-35-pa
HOOMAN Breathable Cushion Cover SPF 35 PA++++,somethinc,face,Linen,#ecbc95,"(236, 188, 149)",spring light,58.07167826174431,"[255.0, 176.0, 146.0]",spring clear,41.92832173825568,"[253.0, 167.0, 165.0]",medium_tan,Cluster 2,https://images.somethinc.com/uploads/products/thumbs/800x800/Somethinc_Hooman_Square-Bijoux.jpg,https://somethinc.com/id/product/detail/hooman-breathable-cushion-spf-35-pa
SOMETHINC Badass Breathable Full Coverage 12HR Serum Foundation,somethinc,foundation & cussion,C01 Perle,#edcdb6,"(237, 205, 182)",autumn soft,66.36847103840739,"[222.0, 193.0, 182.0]",spring light,33.63152896159261,"[253.0, 171.0, 187.0]",fair_light,Cluster 2,https://images.somethinc.com/uploads/products/thumbs/800x800/BADASS_Breathable_Full_Coverage_12HR_Serum_Foundation-Nina1.jpg,https://somethinc.com/id/product/detail/badass-breathable-full-coverage-12hr-serum-foundation
SOMETHINC Badass Breathable Full Coverage 12HR Serum Foundation,somethinc,foundation & cussion,W01 Bijoux,#f9d6b6,"(249, 214, 182)",spring light,50.48035172675915,"[255.0, 241.0, 166.0]",summer soft,49.51964827324085,"[255.0, 246.0, 183.0]",fair_light,Cluster 1,https://images.somethinc.com/uploads/products/thumbs/800x800/BADASS_Breathable_Full_Coverage_12HR_Serum_Foundation-Nina1.jpg,https://somethinc.com/id/product/detail/badass-breathable-full-coverage-12hr-serum-foundation
SOMETHINC Badass Breathable Full Coverage 12HR Serum Foundation,somethinc,foundation & cussion,N01 Nina,#f3ccab,"(243, 204, 171)",autumn soft,59.25905214032616,"[222.0, 193.0, 182.0]",spring light,40.74094785967384,"[253.0, 171.0, 187.0]",fair_light,Cluster 2,https://images.somethinc.com/uploads/products/thumbs/800x800/BADASS_Breathable_Full_Coverage_12HR_Serum_Foundation-Nina1.jpg,https://somethinc.com/id/product/detail/badass-breathable-full-coverage-12hr-serum-foundation
SOMETHINC Badass Breathable Full Coverage 12HR Serum Foundation,somethinc,foundation & cussion,C02 Serene,#e6bfa5,"(230, 191, 165)",autumn soft,63.75930362767652,"[222.0, 193.0, 182.0]",spring clear,36.24069637232348,"[253.0, 167.0, 165.0]",fair_light,Cluster 3,https://images.somethinc.com/uploads/products/thumbs/800x800/BADASS_Breathable_Full_Coverage_12HR_Serum_Foundation-Nina1.jpg,https://somethinc.com/id/product/detail/badass-breathable-full-coverage-12hr-serum-foundation
SOMETHINC Badass Breathable Full Coverage 12HR Serum Foundation,somethinc,foundation & cussion,N02 Charlotte,#deb295,"(222, 178, 149)",spring light,52.19794770908924,"[255.0, 176.0, 146.0]",autumn soft,47.80205229091076,"[222.0, 193.0, 182.0]",medium_tan,Cluster 5,https://images.somethinc.com/uploads/products/thumbs/800x800/BADASS_Breathable_Full_Coverage_12HR_Serum_Foundation-Nina1.jpg,https://somethinc.com/id/product/detail/badass-breathable-full-coverage-12hr-serum-foundation
SOMETHINC Badass Breathable Full Coverage 12HR Serum Foundation,somethinc,foundation & cussion,C03 Éclair,#e8b590,"(232, 181, 144)",spring light,58.15773401345879,"[255.0, 176.0, 146.0]",spring clear,41.84226598654121,"[253.0, 167.0, 165.0]",medium_tan,Cluster 4,https://images.somethinc.com/uploads/products/thumbs/800x800/BADASS_Breathable_Full_Coverage_12HR_Serum_Foundation-Nina1.jpg,https://somethinc.com/id/product/detail/badass-breathable-full-coverage-12hr-serum-foundation
SOMETHINC Badass Breathable Full Coverage 12HR Serum Foundation,somethinc,foundation & cussion,W02 Coco,#e1c097,"(225, 192, 151)",autumn soft,52.44542668891767,"[222.0, 193.0, 182.0]",spring light,47.55457331108234,"[255.0, 176.0, 146.0]",medium_tan,Cluster 3,https://images.somethinc.com/uploads/products/thumbs/800x800/BADASS_Breathable_Full_Coverage_12HR_Serum_Foundation-Nina1.jpg,https://somethinc.com/id/product/detail/badass-breathable-full-coverage-12hr-serum-foundation
SOMETHINC Badass Breathable Full Coverage 12HR Serum Foundation,somethinc,foundation & cussion,N03 Alter,#d8a485,"(216, 164, 133)",autumn warm,60.50753399246885,"[217.0, 159.0, 113.0]",autumn soft,39.49246600753115,"[224.0, 134.0, 127.0]",medium_tan,Cluster 5,https://images.somethinc.com/uploads/products/thumbs/800x800/BADASS_Breathable_Full_Coverage_12HR_Serum_Foundation-Nina1.jpg,https://somethinc.com/id/product/detail/badass-breathable-full-coverage-12hr-serum-foundation
SOMETHINC Badass Breathable Full Coverage 12HR Serum Foundation,somethinc,foundation & cussion,W03 Goddes,#d99668,"(217, 150, 104)",autumn warm,69.40916645536927,"[217.0, 159.0, 113.0]",autumn soft,30.59083354463074,"[224.0, 134.0, 127.0]",medium_tan,Cluster 6,https://images.somethinc.com/uploads/products/thumbs/800x800/BADASS_Breathable_Full_Coverage_12HR_Serum_Foundation-Nina1.jpg,https://somethinc.com/id/product/detail/badass-breathable-full-coverage-12hr-serum-foundation
SOMETHINC Badass Breathable Full Coverage 12HR Serum Foundation,somethinc,foundation & cussion,W04 Tiffany,#c98c60,"(201, 140, 96)",autumn warm,53.54859034619259,"[217.0, 159.0, 113.0]",spring warm,46.45140965380741,"[225.0, 128.0, 74.0]",medium_tan,Cluster 8,https://images.somethinc.com/uploads/products/thumbs/800x800/BADASS_Breathable_Full_Coverage_12HR_Serum_Foundation-Nina1.jpg,https://somethinc.com/id/product/detail/badass-breathable-full-coverage-12hr-serum-foundation
SOMETHINC Badass Breathable Full Coverage 12HR Serum Foundation,somethinc,foundation & cussion,N04 Fawn,#b57d5a,"(181, 125, 90)",summer light,51.7055140085779,"[164.0, 104.0, 114.0]",summer soft,48.29448599142208,"[197.0, 121.0, 125.0]",dark_deep,Cluster 9,https://images.somethinc.com/uploads/products/thumbs/800x800/BADASS_Breathable_Full_Coverage_12HR_Serum_Foundation-Nina1.jpg,https://somethinc.com/id/product/detail/badass-breathable-full-coverage-12hr-serum-foundation
SOMETHINC Badass Breathable Full Coverage 12HR Serum Foundation,somethinc,foundation & cussion,W05 Penny,#a16c4c,"(161, 108, 76)",autumn soft,50.54789186673514,"[167.0, 85.0, 47.0]",summer light,49.45210813326487,"[164.0, 104.0, 114.0]",dark_deep,Cluster 9,https://images.somethinc.com/uploads/products/thumbs/800x800/BADASS_Breathable_Full_Coverage_12HR_Serum_Foundation-Nina1.jpg,https://somethinc.com/id/product/detail/badass-breathable-full-coverage-12hr-serum-foundation
COPY PASTE BREATHABLE MESH CUSHION SPF 33 PA++,somethinc,face,PERLE,#e6cdb3,"(230, 205, 179)",autumn soft,73.20078011841052,"[222.0, 193.0, 182.0]",spring clear,26.79921988158948,"[193.0, 190.0, 184.0]",fair_light,Cluster 1,https://images.somethinc.com/uploads/products/thumbs/800x800/Somethinc-Copy_Paste_Breathable_Cushion-Cover.jpg,https://somethinc.com/id/product/detail/copy-paste-breathable-mesh-cushion-spf-33-pa
COPY PASTE BREATHABLE MESH CUSHION SPF 33 PA++,somethinc,face,BIJOUX,#ebcdad,"(235, 205, 173)",autumn soft,67.34668250796776,"[222.0, 193.0, 182.0]",spring light,32.65331749203225,"[253.0, 171.0, 187.0]",fair_light,Cluster 1,https://images.somethinc.com/uploads/products/thumbs/800x800/Somethinc-Copy_Paste_Breathable_Cushion-Cover.jpg,https://somethinc.com/id/product/detail/copy-paste-breathable-mesh-cushion-spf-33-pa
COPY PASTE BREATHABLE MESH CUSHION SPF 33 PA++,somethinc,face,NINA,#e4c6a8,"(228, 198, 168)",autumn soft,71.03020661693795,"[222.0, 193.0, 182.0]",spring clear,28.96979338306206,"[193.0, 190.0, 184.0]",fair_light,Cluster 2,https://images.somethinc.com/uploads/products/thumbs/800x800/Somethinc-Copy_Paste_Breathable_Cushion-Cover.jpg,https://somethinc.com/id/product/detail/copy-paste-breathable-mesh-cushion-spf-33-pa
COPY PASTE BREATHABLE MESH CUSHION SPF 33 PA++,somethinc,face,SERENE,#dac0af,"(218, 192, 175)",autumn soft,76.63482808101965,"[222.0, 193.0, 182.0]",spring clear,23.36517191898036,"[193.0, 190.0, 184.0]",fair_light,Cluster 2,https://images.somethinc.com/uploads/products/thumbs/800x800/Somethinc-Copy_Paste_Breathable_Cushion-Cover.jpg,https://somethinc.com/id/product/detail/copy-paste-breathable-mesh-cushion-spf-33-pa
COPY PASTE BREATHABLE MESH CUSHION SPF 33 PA++,somethinc,face,CHARLOTTE,#dfc7a7,"(223, 199, 167)",autumn soft,68.76625014020445,"[222.0, 193.0, 182.0]",spring clear,31.23374985979556,"[193.0, 190.0, 184.0]",fair_light,Cluster 2,https://images.somethinc.com/uploads/products/thumbs/800x800/Somethinc-Copy_Paste_Breathable_Cushion-Cover.jpg,https://somethinc.com/id/product/detail/copy-paste-breathable-mesh-cushion-spf-33-pa
COPY PASTE BREATHABLE MESH CUSHION SPF 33 PA++,somethinc,face,ECLAIR,#debea1,"(222, 190, 161)",autumn soft,63.56791959802782,"[222.0, 193.0, 182.0]",spring clear,36.43208040197218,"[193.0, 190.0, 184.0]",medium_tan,Cluster 2,https://images.somethinc.com/uploads/products/thumbs/800x800/Somethinc-Copy_Paste_Breathable_Cushion-Cover.jpg,https://somethinc.com/id/product/detail/copy-paste-breathable-mesh-cushion-spf-33-pa
COPY PASTE BREATHABLE MESH CUSHION SPF 33 PA++,somethinc,face,COCO,#cec09b,"(206, 192, 155)",autumn soft,50.3500171516809,"[222.0, 193.0, 182.0]",spring clear,49.6499828483191,"[193.0, 190.0, 184.0]",medium_tan,Cluster 2,https://images.somethinc.com/uploads/products/thumbs/800x800/Somethinc-Copy_Paste_Breathable_Cushion-Cover.jpg,https://somethinc.com/id/product/detail/copy-paste-breathable-mesh-cushion-spf-33-pa
COPY PASTE BREATHABLE MESH CUSHION SPF 33 PA++,somethinc,face,ALTER,#a78870,"(167, 136, 112)",summer light,52.76475536319221,"[164.0, 104.0, 114.0]",summer soft,47.23524463680778,"[197.0, 121.0, 125.0]",dark_deep,Cluster 4,https://images.somethinc.com/uploads/products/thumbs/800x800/Somethinc-Copy_Paste_Breathable_Cushion-Cover.jpg,https://somethinc.com/id/product/detail/copy-paste-breathable-mesh-cushion-spf-33-pa
COPY PASTE BREATHABLE MESH CUSHION SPF 33 PA++,somethinc,face,GODDESS,#e2ac82,"(226, 172, 130)",autumn warm,58.96574291407208,"[217.0, 159.0, 113.0]",spring light,41.03425708592792,"[255.0, 176.0, 146.0]",medium_tan,Cluster 3,https://images.somethinc.com/uploads/products/thumbs/800x800/Somethinc-Copy_Paste_Breathable_Cushion-Cover.jpg,https://somethinc.com/id/product/detail/copy-paste-breathable-mesh-cushion-spf-33-pa
COPY PASTE BREATHABLE MESH CUSHION SPF 33 PA++,somethinc,face,TIFFANY,#9e7752,"(158, 119, 82)",summer light,58.05685199073588,"[164.0, 104.0, 114.0]",autumn soft,41.94314800926411,"[167.0, 85.0, 47.0]",dark_deep,Cluster 5,https://images.somethinc.com/uploads/products/thumbs/800x800/Somethinc-Copy_Paste_Breathable_Cushion-Cover.jpg,https://somethinc.com/id/product/detail/copy-paste-breathable-mesh-cushion-spf-33-pa
COPY PASTE BREATHABLE MESH CUSHION SPF 33 PA++,somethinc,face,FAWN,#8b6951,"(139, 105, 81)",autumn deep,50.0,"[101.0, 106.0, 78.0]",autumn soft,50.0,"[101.0, 106.0, 78.0]",dark_deep,Cluster 5,https://images.somethinc.com/uploads/products/thumbs/800x800/Somethinc-Copy_Paste_Breathable_Cushion-Cover.jpg,https://somethinc.com/id/product/detail/copy-paste-breathable-mesh-cushion-spf-33-pa
COPY PASTE BREATHABLE MESH CUSHION SPF 33 PA++,somethinc,face,PENNY,#7d604e,"(125, 96, 78)",autumn deep,50.0,"[101.0, 106.0, 78.0]",autumn soft,50.0,"[101.0, 106.0, 78.0]",dark_deep,Cluster 9,https://images.somethinc.com/uploads/products/thumbs/800x800/Somethinc-Copy_Paste_Breathable_Cushion-Cover.jpg,https://somethinc.com/id/product/detail/copy-paste-breathable-mesh-cushion-spf-33-pa
COPY PASTE BREATHABLE MESH CUSHION SPF 33 PA++,somethinc,face,BUTTER,#edcfbb,"(237, 207, 187)",autumn soft,65.02035244843691,"[222.0, 193.0, 182.0]",spring clear,34.97964755156309,"[255.0, 191.0, 218.0]",fair_light,Cluster 1,https://images.somethinc.com/uploads/products/thumbs/800x800/Somethinc-Copy_Paste_Breathable_Cushion-Cover.jpg,https://somethinc.com/id/product/detail/copy-paste-breathable-mesh-cushion-spf-33-pa
COPY PASTE BREATHABLE MESH CUSHION SPF 33 PA++,somethinc,face,LINEN,#ecbc95,"(236, 188, 149)",spring light,58.07167826174431,"[255.0, 176.0, 146.0]",spring clear,41.92832173825568,"[253.0, 167.0, 165.0]",medium_tan,Cluster 2,https://images.somethinc.com/uploads/products/thumbs/800x800/Somethinc-Copy_Paste_Breathable_Cushion-Cover.jpg,https://somethinc.com/id/product/detail/copy-paste-breathable-mesh-cushion-spf-33-pa
HOOMAN UNDER CONTROL HD Blur Loose Powder,somethinc,powder,01 Translucent,#ece3d4,"(236, 227, 212)",spring light,58.54048754099743,"[239.0, 239.0, 234.0]",summer light,41.45951245900255,"[206.0, 218.0, 229.0]",fair_light,Cluster 0,https://images.somethinc.com/uploads/products/thumbs/800x800/HOOMAN_UNDER_CONTROL_WEBSITE.jpg,https://somethinc.com/id/product/detail/hooman-under-control-hd-blur-loose-powder
HOOMAN UNDER CONTROL HD Blur Loose Powder,somethinc,powder,02 Fair Light,#f0dcd3,"(240, 220, 211)",spring light,52.80038205023183,"[239.0, 239.0, 234.0]",spring clear,47.19961794976816,"[255.0, 191.0, 218.0]",fair_light,Cluster 0,https://images.somethinc.com/uploads/products/thumbs/800x800/HOOMAN_UNDER_CONTROL_WEBSITE.jpg,https://somethinc.com/id/product/detail/hooman-under-control-hd-blur-loose-powder
HOOMAN UNDER CONTROL HD Blur Loose Powder,somethinc,powder,03 Light,#f2d7c4,"(242, 215, 196)",autumn soft,51.61493544589722,"[222.0, 193.0, 182.0]",spring clear,48.38506455410278,"[255.0, 191.0, 218.0]",fair_light,Cluster 1,https://images.somethinc.com/uploads/products/thumbs/800x800/HOOMAN_UNDER_CONTROL_WEBSITE.jpg,https://somethinc.com/id/product/detail/hooman-under-control-hd-blur-loose-powder
HOOMAN UNDER CONTROL HD Blur Loose Powder,somethinc,powder,04 Neutral,#e8cab0,"(232, 202, 176)",autumn soft,72.59697806645367,"[222.0, 193.0, 182.0]",spring light,27.40302193354632,"[253.0, 171.0, 187.0]",fair_light,Cluster 2,https://images.somethinc.com/uploads/products/thumbs/800x800/HOOMAN_UNDER_CONTROL_WEBSITE.jpg,https://somethinc.com/id/product/detail/hooman-under-control-hd-blur-loose-powder
HOOMAN UNDER CONTROL HD Blur Loose Powder,somethinc,powder,05 Light Medium,#e6c1a5,"(230, 193, 165)",autumn soft,64.88261471106236,"[222.0, 193.0, 182.0]",spring clear,35.11738528893763,"[253.0, 167.0, 165.0]",fair_light,Cluster 3,https://images.somethinc.com/uploads/products/thumbs/800x800/HOOMAN_UNDER_CONTROL_WEBSITE.jpg,https://somethinc.com/id/product/detail/hooman-under-control-hd-blur-loose-powder
HOOMAN UNDER CONTROL HD Blur Loose Powder,somethinc,powder,06 Medium,#e8c1a2,"(232, 193, 162)",autumn soft,59.44201421211665,"[222.0, 193.0, 182.0]",spring light,40.55798578788336,"[255.0, 176.0, 146.0]",fair_light,Cluster 3,https://images.somethinc.com/uploads/products/thumbs/800x800/HOOMAN_UNDER_CONTROL_WEBSITE.jpg,https://somethinc.com/id/product/detail/hooman-under-control-hd-blur-loose-powder
HOOMAN UNDER CONTROL HD Blur Loose Powder,somethinc,powder,07 Medium Sand,#dfb496,"(223, 180, 150)",spring light,51.53477806681149,"[255.0, 176.0, 146.0]",autumn soft,48.46522193318853,"[222.0, 193.0, 182.0]",medium_tan,Cluster 5,https://images.somethinc.com/uploads/products/thumbs/800x800/HOOMAN_UNDER_CONTROL_WEBSITE.jpg,https://somethinc.com/id/product/detail/hooman-under-control-hd-blur-loose-powder
HOOMAN UNDER CONTROL HD Blur Loose Powder,somethinc,powder,08 Beige,#d3aa8e,"(211, 170, 142)",autumn warm,56.54633679925052,"[217.0, 159.0, 113.0]",autumn soft,43.45366320074947,"[224.0, 134.0, 127.0]",medium_tan,Cluster 5,https://images.somethinc.com/uploads/products/thumbs/800x800/HOOMAN_UNDER_CONTROL_WEBSITE.jpg,https://somethinc.com/id/product/detail/hooman-under-control-hd-blur-loose-powder
DNA Airbrush Breathable Powder Foundation,somethinc,foundation & cussion,Warm Beige,#9b7c64,"(155, 124, 100)",summer light,64.51604449416062,"[164.0, 104.0, 114.0]",summer soft,35.48395550583939,"[177.0, 89.0, 123.0]",dark_deep,Cluster 9,https://images.somethinc.com/uploads/products/thumbs/800x800/Somethinc_DNA_Square_Cover_%281%29.jpg,https://somethinc.com/id/product/detail/dna-airbrush-breathable-powder-foundation
DNA Airbrush Breathable Powder Foundation,somethinc,foundation & cussion,Sand Beige,#bd9c7b,"(189, 156, 123)",autumn warm,54.61351234428336,"[217.0, 159.0, 113.0]",summer soft,45.38648765571664,"[197.0, 121.0, 125.0]",medium_tan,Cluster 7,https://images.somethinc.com/uploads/products/thumbs/800x800/Somethinc_DNA_Square_Cover_%281%29.jpg,https://somethinc.com/id/product/detail/dna-airbrush-breathable-powder-foundation
DNA Airbrush Breathable Powder Foundation,somethinc,foundation & cussion,Beige,#c0a285,"(192, 162, 133)",autumn warm,56.67915025470746,"[217.0, 159.0, 113.0]",summer soft,43.32084974529256,"[197.0, 121.0, 125.0]",medium_tan,Cluster 7,https://images.somethinc.com/uploads/products/thumbs/800x800/Somethinc_DNA_Square_Cover_%281%29.jpg,https://somethinc.com/id/product/detail/dna-airbrush-breathable-powder-foundation
